port_type.keys,port_type.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,choice.keys,choice.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prompt,opt_a,opt_b,correct,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_4.keys,key_resp_4.rt
0,125.6746,607231689a84685649c6a83f,001,2022-09-19_19h19.22.608,rothman_exp,2022.2.3,Win32,144.4460494,,,,,,,,,,,,,,,,,,,,,,
,,607231689a84685649c6a83f,001,2022-09-19_19h19.22.608,rothman_exp,2022.2.3,Win32,144.4460494,1,28.8022,0,0,0,5,1,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer. (afetuoso),pais afetuosos,afetuosos pais,opt_a,,,,,,,,,,,
,,607231689a84685649c6a83f,001,2022-09-19_19h19.22.608,rothman_exp,2022.2.3,Win32,144.4460494,1,11.4645,0,1,1,6,1,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,,,,,,,,,,,
,,607231689a84685649c6a83f,001,2022-09-19_19h19.22.608,rothman_exp,2022.2.3,Win32,144.4460494,0,3.6507,0,2,2,3,1,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,,,,,,,,,,,
,,607231689a84685649c6a83f,001,2022-09-19_19h19.22.608,rothman_exp,2022.2.3,Win32,144.4460494,0,4.4544,0,3,3,4,1,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,,,,,,,,,,,
,,607231689a84685649c6a83f,001,2022-09-19_19h19.22.608,rothman_exp,2022.2.3,Win32,144.4460494,0,7.6323,0,4,4,2,1,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,,,,,,,,,,,
,,607231689a84685649c6a83f,001,2022-09-19_19h19.22.608,rothman_exp,2022.2.3,Win32,144.4460494,1,8.5857,0,5,5,0,1,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (valente)",super-heróis valentes,valentes super-heróis,opt_b,,,,,,,,,,,
,,607231689a84685649c6a83f,001,2022-09-19_19h19.22.608,rothman_exp,2022.2.3,Win32,144.4460494,1,9.2631,0,6,6,9,1,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,,,,,,,,,,,
,,607231689a84685649c6a83f,001,2022-09-19_19h19.22.608,rothman_exp,2022.2.3,Win32,144.4460494,1,11.4139,0,7,7,7,1,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)",pais orgulhosos,orgulhosos pais,opt_a,,,,,,,,,,,
,,607231689a84685649c6a83f,001,2022-09-19_19h19.22.608,rothman_exp,2022.2.3,Win32,144.4460494,1,8.477,0,8,8,8,1,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)",estudantes estudiosos,estudiosos estudantes,opt_a,,,,,,,,,,,
,,607231689a84685649c6a83f,001,2022-09-19_19h19.22.608,rothman_exp,2022.2.3,Win32,144.4460494,0,7.7331,0,9,9,1,1,Esse livro é a edição do ano passado - precisamos do ________,Livro novo,livro novo,opt_b,,,,,,,,,,,
,,607231689a84685649c6a83f,001,2022-09-19_19h19.22.608,rothman_exp,2022.2.3,Win32,144.4460494,,,,,,,,,,,,space,2.2686,,,,,,,,,
,,607231689a84685649c6a83f,001,2022-09-19_19h19.22.608,rothman_exp,2022.2.3,Win32,144.4460494,,,,,,,,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_a,,,0,11.058,0,0,0,5,1,,
,,607231689a84685649c6a83f,001,2022-09-19_19h19.22.608,rothman_exp,2022.2.3,Win32,144.4460494,,,,,,,,O próprio presidente conversou com a classe.,"O presidente, e não outra pessoa, conversou com a classe.",O presidente que já havia falado com a classe.,opt_a,,,1,11.3846,0,1,1,9,1,,
,,607231689a84685649c6a83f,001,2022-09-19_19h19.22.608,rothman_exp,2022.2.3,Win32,144.4460494,,,,,,,,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,,,1,19.5566,0,2,2,6,1,,
,,607231689a84685649c6a83f,001,2022-09-19_19h19.22.608,rothman_exp,2022.2.3,Win32,144.4460494,,,,,,,,A pintura grande é muito cara.,A pintura é impressionante e custa muito dinheiro,A pintura é enorme e custa muito dinheiro,opt_b,,,0,10.7662,0,3,3,0,1,,
,,607231689a84685649c6a83f,001,2022-09-19_19h19.22.608,rothman_exp,2022.2.3,Win32,144.4460494,,,,,,,,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,,,1,8.655,0,4,4,8,1,,
,,607231689a84685649c6a83f,001,2022-09-19_19h19.22.608,rothman_exp,2022.2.3,Win32,144.4460494,,,,,,,,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_a,,,1,15.5396,0,5,5,7,1,,
