port_type.keys,port_type.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,choice.keys,choice.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prompt,opt_a,opt_b,correct,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_4.keys,key_resp_4.rt
0,22.2782,603bd4a59450778e3c075ea5,001,2022-09-17_14h45.14.527,rothman_exp,2022.2.3,Win32,59.61607249,,,,,,,,,,,,,,,,,,,,,,
,,603bd4a59450778e3c075ea5,001,2022-09-17_14h45.14.527,rothman_exp,2022.2.3,Win32,59.61607249,0,10.5529,0,0,0,9,1,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,,,,,,,,,,,
,,603bd4a59450778e3c075ea5,001,2022-09-17_14h45.14.527,rothman_exp,2022.2.3,Win32,59.61607249,0,4.1359,0,1,1,1,1,Esse livro é a edição do ano passado - precisamos do ________,Livro novo,livro novo,opt_b,,,,,,,,,,,
,,603bd4a59450778e3c075ea5,001,2022-09-17_14h45.14.527,rothman_exp,2022.2.3,Win32,59.61607249,1,8.4767,0,2,2,6,1,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,,,,,,,,,,,
,,603bd4a59450778e3c075ea5,001,2022-09-17_14h45.14.527,rothman_exp,2022.2.3,Win32,59.61607249,1,7.0978,0,3,3,8,1,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra' (estudioso)",estudantes estudiosos,estudiosos estudantes,opt_a,,,,,,,,,,,
,,603bd4a59450778e3c075ea5,001,2022-09-17_14h45.14.527,rothman_exp,2022.2.3,Win32,59.61607249,0,7.1314,0,4,4,4,1,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,,,,,,,,,,,
,,603bd4a59450778e3c075ea5,001,2022-09-17_14h45.14.527,rothman_exp,2022.2.3,Win32,59.61607249,1,5.2495,0,5,5,2,1,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,,,,,,,,,,,
,,603bd4a59450778e3c075ea5,001,2022-09-17_14h45.14.527,rothman_exp,2022.2.3,Win32,59.61607249,0,6.2509,0,6,6,0,1,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada. (valente)",super-heróis valentes,valentes super-heróis,opt_b,,,,,,,,,,,
,,603bd4a59450778e3c075ea5,001,2022-09-17_14h45.14.527,rothman_exp,2022.2.3,Win32,59.61607249,1,7.1158,0,7,7,7,1,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos. (orgulhoso)",pais orgulhosos,orgulhosos pais,opt_a,,,,,,,,,,,
,,603bd4a59450778e3c075ea5,001,2022-09-17_14h45.14.527,rothman_exp,2022.2.3,Win32,59.61607249,0,3.7726,0,8,8,3,1,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,,,,,,,,,,,
